tract,Name,Household_Income_rP_gP_p25
48453001741,"La Hacienda Estates, Austin, TX",37634
51059432201,"Burke, VA",37634
8123001202,"Greeley, CO",37634
20013480700,"Hiawatha, KS",37633
18089040600,"Highland, IN",37633
36065026200,"Marcy, NY",37633
47157020633,"Ellendale, Memphis, TN",37633
8031002902,"South, Denver, CO",37633
17111871202,"Crystal Lake, IL",37633
48303000403,"Lubbock, TX",37633
54051021300,"Benwood, WV",37632
39091004800,"West Liberty, OH",37632
56013940500,"Riverton, WY",37632
25021420100,"Randolph, MA",37632
49025130200,"Kanab, UT",37632
4005000900,"Flagstaff, AZ",37631
22051020506,"Kenner, LA",37631
36013036600,"Ripley, NY",37631
26163562400,"Plymouth, MI",37631
6059110104,"Cypress, CA",37631
26163565000,"Canton, MI",37630
53053070404,"Orting, WA",37630
6009000400,"Rail Road Flat, CA",37630
53033021903,"Kingsgate, Kirkland, WA",37630
34029714000,"Brick, NJ",37629
41035970500,"Bonanza, OR",37628
18003003400,"Frances Slocum, Fort Wayne, IN",37628
34023008202,"Monroe Township, NJ",37628
6059032030,"Mission Viejo, CA",37627
34025810101,"Manalapan Township, NJ",37627
53033027702,"Burton, Vashon, WA",37627
51107610601,"Leesburg, VA",37626
6085509700,"Old Mountain View, Mountain View, CA",37625
6001430900,"Castro Valley, CA",37625
17031570300,"Archer Heights, Chicago, IL",37624
20115489800,"Peabody, KS",37624
12086007002,"Coral Way, Miami, FL",37623
18057110807,"Summerfield, Fishers, IN",37623
6095253106,"Vacaville, CA",37623
36019100700,"Morrisonville, NY",37623
25021418102,"Quincy, MA",37623
10003011000,"Wilmington, DE",37623
36049950700,"Constableville, NY",37622
29073960200,"Hermann, MO",37622
26077002101,"Portage, MI",37622
8045951902,"New Castle, CO",37621
6001435400,"Hayward, CA",37621
51013103602,"Aurora Highlands, Arlington, VA",37620
48473680600,"Hockley, TX",37618
19153010803,"Pleasant Hill, IA",37616
36103124102,"Lindenhurst, NY",37616
34041032300,"Phillipsburg, NJ",37616
19183960200,"West Chester, IA",37616
18127050506,"Portage, IN",37616
17197880408,"Plainfield, IL",37615
24033800208,"Laurel, MD",37615
25027707100,"Gardner, MA",37615
6037572700,"Lower Westside, Long Beach, CA",37615
48187210804,"Seguin, TX",37614
45019004607,"Mount Pleasant, SC",37614
15003007808,"Aiea, HI",37614
22061960400,"Ruston, LA",37614
48029181730,"Great Northwest, San Antonio, TX",37613
36009960100,"Freedom, NY",37613
41039001301,"Cottage Grove, OR",37613
22127960200,"Winnfield, LA",37613
6067009615,"Elk Grove, CA",37613
18073101200,"Rensselaer, IN",37613
18007100100,"Otterbein, IN",37612
39153532703,"Macedonia, OH",37612
31001965800,"Hastings, NE",37611
15009031503,"Lahaina, HI",37611
26163569400,"Garden City, MI",37611
6037530102,"South Montebello, Montebello, CA",37611
6081608023,"Foster City, CA",37610
48491020604,"Georgetown, TX",37609
27061480300,"Grand Rapids, MN",37609
48469001604,"Victoria, TX",37608
22063040805,"Denham Springs, LA",37608
6073008360,"Mira Mesa, San Diego, CA",37608
6079011001,"San Luis Obispo, CA",37607
55071005400,"Two Rivers, WI",37607
6037551502,"Downey, CA",37606
12011080200,"Melaleuca Gardens, Dania Beach, FL",37606
53033032704,"North Bend, WA",37606
49057210509,"Roy, UT",37605
6085509202,"Rex Manor, Mountain View, CA",37605
34023009000,"Avenel, Woodbridge Township, NJ",37605
4013422216,"Dobson Woods, Mesa, AZ",37605
39155930900,"Cortland, OH",37605
36081048200,"Queens County, NY",37605
42081010600,"Hughesville, PA",37603
48201340500,"Clear Lake, Houston, TX",37603
34021004407,"East Windsor, NJ",37602
37119005846,"Providence Crossing, Charlotte, NC",37602
6007000501,"Chico, CA",37601
42041013102,"Shippensburg, PA",37600
32003002949,"Las Vegas, NV",37600
24033800408,"Glenn Dale, MD",37600
6037500202,"East Whitter, Whittier, CA",37599
26161444000,"Dexter, MI",37599
6059042334,"Laguna Niguel, CA",37599
18089020100,"Whiting, IN",37599
35045000707,"Bloomfield, NM",37598
26125132100,"Milford, Milford Charter Township, MI",37598
15007040800,"Hanapepe, HI",37598
35005000900,"Roswell, NM",37598
17167001001,"Springfield, IL",37598
48427950105,"Rio Grande City, TX",37597
36103158403,"Middle Island, NY",37597
42017102500,"Sellersville, PA",37597
21175950300,"Ezel, KY",37597
15003004000,"Downtown, Honolulu, HI",37596
6101050402,"Yuba City, CA",37596
49035112918,"West Jordan, UT",37596
26149040500,"Sturgis, MI",37595
6013355110,"Antioch, CA",37595
6061021604,"Auburn, CA",37595
20035493300,"Winfield, KS",37595
25013813403,"East Longmeadow, MA",37594
12086013100,"Hialeah, FL",37594
21083020400,"Mayfield, KY",37593
6037124201,"North Hollywood, Los Angeles, CA",37592
12086005801,"Flagami, Coral Gables, FL",37592
48181001102,"Whitesboro, TX",37591
33011020000,"New Boston, NH",37591
6037480600,"South Pasadena, CA",37591
22079010400,"Pineville, LA",37590
39095007700,"Westgate, Toledo, OH",37590
9003515200,"Martins, Manchester, CT",37590
31109002900,"Lincoln, NE",37590
27053103700,"Saint Anthony Main, Minneapolis, MN",37590
25005640700,"Fall River, MA",37590
21145031100,"Paducah, KY",37589
26099232500,"Sterling Heights, MI",37589
8059010604,"Barths, Wheat Ridge, CO",37589
27053024004,"Minneapolis, MN",37589
44007013900,"Cranston, RI",37588
51013101602,"Colonial Village, Arlington, VA",37588
17007010500,"Belvidere, IL",37588
6037620201,"Manhattan Beach, CA",37588
17097864510,"Mundelein, IL",37588
10005051301,"Dagsboro, DE",37588
30017961500,"Miles City, MT",37588
4013813900,"Cooper Commons, Chandler, AZ",37587
19013001301,"Waterloo, IA",37586
48029121606,"Northeast Side, San Antonio, TX",37586
17089851907,"South Elgin, IL",37586
45019004701,"Mount Pleasant, SC",37586
42039110300,"Conneautville, PA",37586
17197880503,"Plainfield, IL",37586
42069110201,"Jermyn, PA",37585
4013420216,"Alta Mesa Community Association, Mesa, AZ",37585
4013104216,"Glendale, AZ",37585
33017086000,"Strafford, NH",37585
48457950200,"Woodville, TX",37585
36067010500,"Cicero, NY",37585
4013092306,"Glendale, AZ",37584
48367140411,"Weatherford, TX",37584
42065950200,"Brockway, PA",37583
48121021742,"Lewisville, TX",37583
48201323600,"Parkview South, Pasadena, TX",37583
37119005514,"Prosperity Church Road, Charlotte, NC",37583
24005492200,"Parkville, MD",37583
6059087703,"West Anaheim, Anaheim, CA",37583
21185030100,"La Grange, KY",37582
36091061901,"Ballston Spa, NY",37582
44007011200,"Valley Falls, Cumberland, RI",37582
32003002980,"Las Vegas, NV",37582
25011040300,"Northfield, MA",37581
48401950501,"Henderson, TX",37581
42071013503,"Lancaster, PA",37581
42017100207,"Bensalem, PA",37581
42017103102,"Quakertown, PA",37580
42107003100,"Orwigsburg, PA",37580
18097320700,"Warfleigh, Indianapolis, IN",37579
12086006702,"Brickell, Miami, FL",37578
6037670326,"Palos Verdes Estates, CA",37577
22103040708,"Slidell, LA",37577
22071012000,"Audubon, New Orleans, LA",37577
6037571400,"Lakewood Mutual, Lakewood, CA",37577
18097340111,"Wayne, Indianapolis, IN",37577
32003005357,"Henderson, NV",37577
42125731000,"Claysville, PA",37574
40143007510,"Broken Arrow, OK",37573
8069001707,"Loveland, CO",37573
17121951600,"Kinmundy, IL",37573
20173009900,"Mulvane, KS",37573
13059000401,"Athens, GA",37573
26161402600,"King, Ann Arbor, MI",37572
27017070400,"Carlton, MN",37572
26073000700,"Mount Pleasant, MI",37572
39057210602,"Dayton, OH",37572
53063011300,"Spokane, WA",37571
39093050400,"Amherst, OH",37571
36029004900,"North Park, Buffalo, NY",37571
6073016401,"El Cajon, CA",37571
26099230300,"Sterling Heights, MI",37571
39049009385,"Slate Ridge, Reynoldsburg, OH",37571
8005086900,"Denver, CO",37570
17179021603,"Morton, IL",37570
12021010401,"Bears Paw, Naples, FL",37568
48093950200,"Comanche, TX",37568
27035950100,"Emily, MN",37567
17031520600,"East Side, Chicago, IL",37566
51153901602,"Manassas, VA",37566
45079011418,"Columbia, SC",37565
36061000201,"Lower Manhattan, New York, NY",37565
29189215143,"Maryland Heights, MO",37564
53053070205,"Buckley, WA",37563
20091052904,"Brittany Yesteryear, Olathe, KS",37563
24021750802,"Wormans Mill, Frederick, MD",37563
53061041601,"Everett, WA",37563
48047950200,"Falfurrias, TX",37563
53053940005,"Northeast Tacoma, Tacoma, WA",37563
41005023001,"Oregon City, OR",37563
19153011205,"Clive, IA",37563
37089930501,"Hendersonville, NC",37562
39099811300,"Boardman, OH",37562
6037530004,"South Montebello, Montebello, CA",37562
29061470200,"Gallatin, MO",37562
24037875201,"Mechanicsville, MD",37561
25011040200,"Bernardston, MA",37561
48201540800,"Chimney Hill, Houston, TX",37561
8041004702,"Colorado Springs, CO",37561
6071007404,"Amber Hills, Highland, CA",37560
6099002504,"Ceres, CA",37560
39173021600,"Bowling Green, OH",37560
19013001000,"Waterloo, IA",37560
41035970300,"Klamath Falls, OR",37560
25023530802,"Plymouth, MA",37560
9013526102,"Hebron, CT",37560
36057070800,"Amsterdam, NY",37559
31141965600,"Columbus, NE",37559
36077590300,"Richfield Springs, NY",37559
6097150100,"Sonoma, CA",37558
42077009200,"Bethlehem, PA",37558
36103201003,"East Hampton, NY",37558
36099950500,"Waterloo, NY",37558
42005950800,"Ford City, PA",37558
29005950100,"Tarkio, MO",37557
6001450606,"Pleasanton, CA",37557
6097150601,"Petaluma, CA",37557
6061020715,"South Cirby, Roseville, CA",37556
15001021704,"Waikoloa Village, HI",37555
12103025109,"Seminole, FL",37555
25009220101,"Rockport, Rockport, MA",37555
49035103500,"Central City, Salt Lake City, UT",37555
12086003804,"Surfside, FL",37554
55055100300,"Watertown, WI",37554
6071000501,"Chino, CA",37554
46005957100,"Huron, SD",37554
29207470800,"Dexter, MO",37552
15003008612,"Kapolei, HI",37552
51153901303,"Manassas, VA",37552
29189217941,"Manchester, MO",37551
6001407200,"Fruitvale, Oakland, CA",37551
6085509000,"Snail, Sunnyvale, CA",37551
4019004329,"Presidio De La Tierra, Sahuarita, AZ",37550
6097151204,"Cotati, CA",37550
42129804900,"New Stanton, PA",37550
41071031000,"Amity, OR",37549
17097861510,"Gurnee, IL",37549
20159967100,"Lyons, KS",37549
6001405600,"Bella Vista, Oakland, CA",37549
42097080600,"Northumberland, PA",37549
37025042401,"Concord, NC",37549
36061012600,"Lenox Hill, New York, NY",37549
25005633100,"Rehoboth, MA",37549
6073016810,"Lakeside, CA",37549
1093964500,"Brilliant, AL",37548
17105960400,"Flanagan, IL",37548
48381021000,"Amarillo, TX",37548
48085031708,"Far North Dallas, Dallas, TX",37547
54007968000,"Gassaway, WV",37547
16055000800,"Coeur d'Alene, ID",37546
25017353101,"Cambridgeport, Cambridge, MA",37546
9007610100,"Clinton, CT",37546
6055201403,"Napa, CA",37546
55031030100,"Poplar, WI",37545
48115950401,"Lamesa, TX",37545
41003010900,"Philomath, OR",37545
31109002500,"Lincoln, NE",37545
6085512602,"Gilroy, CA",37545
42091206802,"Eagleville, PA",37544
22045030301,"New Iberia, LA",37544
25021413500,"Norwood, MA",37544
26097950100,"Cedarville, MI",37544
12011110311,"Pembroke Pines, FL",37544
39061021002,"Cincinnati, OH",37544
37081010401,"Old Irving Park, Greensboro, NC",37543
12057012504,"Plant City, FL",37543
36001014401,"Ravena, NY",37543
17031150501,"Portage Park, Chicago, IL",37543
25017351203,"Ward Two, Somerville, MA",37543
26087340000,"Almont, MI",37542
37063002018,"Durham, NC",37542
6037115401,"Northridge, Los Angeles, CA",37542
25015821601,"Northampton, MA",37541
34029713402,"Brick, NJ",37541
42051261500,"Uniontown, PA",37541
9001080800,"Stratford, CT",37540
26099255400,"Roseville, MI",37540
8089968400,"Rocky Ford, CO",37540
32021970700,"Hawthorne, NV",37540
17167000201,"Springfield, IL",37540
6059075806,"Orange, CA",37540
22087030700,"Chalmette, LA",37539
36015010300,"Elmira, NY",37539
51153901407,"Manassas, VA",37539
6075020300,"The Castro, San Francisco, CA",37539
36089492800,"Hammond, NY",37539
6083002808,"Lompoc, CA",37539
6037555103,"Lakewood, CA",37538
15003010202,"Koolauloa, Laie, HI",37538
40121485700,"Quinton, OK",37538
21067002400,"Southern Heights, Lexington, KY",37538
18011810603,"Zionsville, IN",37538
4013610700,"Phoenix, AZ",37536
29073960300,"Owensville, MO",37536
51023040100,"Eagle Rock, VA",37535
54097967100,"Buckhannon, WV",37535
31131966900,"Nebraska City, NE",37534
51059491601,"Chantilly, VA",37533
48201320900,"Edgebrook, Houston, TX",37532
6095252000,"Benicia, CA",37531
42091206704,"Collegeville, PA",37531
55009001801,"Green Bay, WI",37531
6037433306,"El Monte, CA",37530
53061052607,"Lake Stevens, WA",37530
51087200105,"Pinedale Farms, Richmond, VA",37529
41005021500,"Portland, OR",37528
36047002200,"Kings County, NY",37528
22051024500,"New Orleans, LA",37528
48215020726,"McAllen, TX",37528
8029964600,"Paonia, CO",37528
6037400205,"Claremont, CA",37528
39013010600,"Flushing, OH",37528
8069000506,"P.O.E.T, Fort Collins, CO",37527
42049011400,"Erie, PA",37527
36117021600,"North Rose, NY",37527
48171950300,"Fredericksburg, TX",37527
17119400101,"Granite City, IL",37525
41009971100,"Vernonia, OR",37525
39165031000,"Waynesville, OH",37525
24013509002,"Mount Airy, MD",37525
28089030201,"Madison, MS",37524
48091310902,"New Braunfels, TX",37524
23031033000,"North Berwick, ME",37523
25005653204,"Dartmouth, MA",37523
23031035000,"South Berwick, ME",37522
48381021801,"Canyon, TX",37522
19063070400,"Estherville, IA",37522
53033010402,"Greater Duwamish, Seattle, WA",37521
48453001860,"Windermere Phase B, Pflugerville, TX",37521
42003160800,"South Side Slopes, Pittsburgh, PA",37521
35001000300,"Summit Park, Albuquerque, NM",37521
53033023804,"West Bellevue, Bellevue, WA",37520
6041120000,"Larkspur, CA",37520
39035177608,"Parma, OH",37520
8045952002,"Rifle, CO",37520
6009000122,"Murphys, CA",37520
5119003703,"Sherwood, AR",37520
29103960200,"Edina, MO",37519
48029181200,"Dreamland Oaks, San Antonio, TX",37519
6059042201,"Capistrano Beach, Dana Point, CA",37517
41039004405,"Western, Eugene, OR",37516
50017959200,"Williamstown, VT",37515
36015010900,"Elmira, NY",37515
48187210604,"Cibolo, TX",37515
25025100800,"Dorchester, Boston, MA",37514
6037651304,"Riviera, Redondo Beach, CA",37514
54059957100,"Kermit, WV",37513
41051006200,"South Burlingame, Portland, OR",37513
22051026300,"Harvey, LA",37513
12011010407,"Deerfield Beach, FL",37513
42055011301,"Chambersburg, PA",37512
48185180400,"Washington, TX",37511
4013617400,"Sun City, AZ",37511
12099007831,"Palm Beach Gardens, FL",37508
36047049500,"Kings County, NY",37508
55139002000,"Omro, WI",37507
27109002100,"Stewartville, MN",37507
6037403801,"Charter Oak, Covina, CA",37507
53033023202,"Crossroads, Bellevue, WA",37507
17113001103,"Bloomington, IL",37506
6037502802,"Santa Fe Springs, CA",37506
53011040416,"Battle Ground, WA",37506
28047000900,"Biloxi, MS",37506
39113110100,"Vandalia, OH",37506
22055001904,"Lafayette, LA",37506
36027070101,"Staatsburg, NY",37506
15003004700,"Liliha - Kapalama, Honolulu, HI",37505
53029971300,"Greenbank, WA",37505
50025968600,"Brattleboro, VT",37505
13067030410,"Marietta, GA",37505
20185470700,"Saint John, KS",37504
36081012602,"Queens County, NY",37504
48201322800,"Red Bluff Terrace, Pasadena, TX",37503
36083052102,"Petersburg, NY",37503
42017100210,"Bensalem, PA",37503
36095740600,"Summit, NY",37503
8089968200,"Rocky Ford, CO",37502
32015000300,"Battle Mountain, NV",37502
41051008201,"Southeast Portland, Portland, OR",37500
44009051306,"West Kingston, South Kingstown, RI",37500
42101021100,"Northwest Philadelphia, Philadelphia, PA",37499
30053000400,"Eureka, MT",37499
6037400900,"Glendora, CA",37498
17031804201,"Barrington, IL",37497
20045001202,"Eudora, KS",37497
53011043000,"Vancouver Heights, Vancouver, WA",37494
25009205100,"Lynn, MA",37494
6037195803,"Silver Lake, Los Angeles, CA",37494
40109108703,"Choctaw, OK",37494
8105977000,"Del Norte, CO",37494
42015950900,"Wysox, PA",37493
27113090200,"Thief River Falls, MN",37493
48201410600,"Central Business District, Houston, TX",37493
18061060500,"Corydon, IN",37493
48113019021,"Garland, TX",37492
6037106111,"Sylmar, Los Angeles, CA",37492
40009966800,"Sayre, OK",37492
51019030401,"Bedford, VA",37492
39133600401,"Streetsboro, OH",37491
39035123602,"Kamm's Corners, Cleveland, OH",37491
12081002005,"Bradenton, FL",37491
48141001302,"The Willows, El Paso, TX",37490
24005450900,"Essex, MD",37489
16027022100,"Parma, ID",37489
27003050215,"Ham Lake, MN",37488
25005613300,"Taunton, MA",37488
30111001902,"Laurel, MT",37487
35001000122,"Classic Uptown, Albuquerque, NM",37487
6071010410,"Yucca Valley, CA",37487
55025010701,"Fitchburg, WI",37486
5087960400,"Huntsville, AR",37486
42091205904,"Conshohocken, PA",37485
36061012400,"Lenox Hill, New York, NY",37485
36121970600,"Perry, NY",37484
42003465600,"Crafton, PA",37484
6037132700,"Reseda, Los Angeles, CA",37484
48439114005,"Saginaw, TX",37484
42091204002,"Plymouth Meeting, PA",37483
6037293306,"Harbor City, Los Angeles, CA",37483
18055955400,"Bloomfield, IN",37482
32031002411,"Northwest Reno, Reno, NV",37482
48325000200,"D'Hanis, TX",37482
36059414301,"Freeport, NY",37481
4013613600,"Parkridge, Peoria, AZ",37481
26125187000,"Pleasant Ridge, MI",37481
19153010702,"Mitchellville, IA",37480
25017351204,"Ward Two, Somerville, MA",37480
39107967200,"Rockford, OH",37480
18141011504,"Mishawaka, IN",37480
8069001111,"Prospect/Shields, Fort Collins, CO",37479
6065041404,"La Sierra South, Riverside, CA",37479
12086004702,"Miami Springs, FL",37479
6011000300,"Williams, CA",37478
6085505305,"Santa Clara, CA",37477
10005051004,"Lewes, DE",37477
55033970700,"Menomonie, WI",37476
